WHO_REGION,ISO_code,Cname,VaccineCode,Vaccine_Desc,Schedule,Entire_Part,Comment
EUR,HRV,Croatia,Influenza_Adult,Influenza_adult,>=65 years;,entire,"and adults with chronic conditions, pregnant women with chronic conditions, healthcare workers, residents living in long-term care facilities, Hajj and other travellers"
EUR,HRV,Croatia,Influenza_Pediatric,Influenza_pediatric,,entire,children with chronic conditions
EUR,HRV,Croatia,IPV,Inactivated_polio,7 years;,entire,
EUR,HRV,Croatia,MMR,Measles mumps rubella,"1, 7 years;",entire,
EUR,HRV,Croatia,Td,Tetanus diphtheria,"14, 24 years;",entire,
EUR,HRV,Croatia,TdaPIPV,Tetanus diphtheria pertussis IPV,14 years;,entire,
EUR,HRV,Croatia,TT,Tetanus,60 years;,entire,
AMR,CUB,Cuba,BCG,Bacille_Calmette-Guérin vaccine,birth;,entire,
AMR,CUB,Cuba,DT,Tetanus diphtheria childrens,6 years;,entire,
AMR,CUB,Cuba,DTwP,Diphtheria tetanus pertussis,"2, 4, 6, 18 months;",entire,children of HBsAg positive mothers
AMR,CUB,Cuba,DTwPHibHepB,Diphtheria Tetanus Pertussis Haemophilus influenzae HepB,"2, 4, 6, 18 months;",entire,
AMR,CUB,Cuba,HepB_Adult,HepB_adult,,entire,risk groups
AMR,CUB,Cuba,HepB_Pediatric,HepB,"birth; 1, 2 months; 1 year;",entire,
AMR,CUB,Cuba,Hib,Hib,"2, 4, 6, 18 months;",entire,children of HBsAg positive mothers
AMR,CUB,Cuba,Influenza_Adult,Influenza_adult,>=75 years;,entire,"and adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities, other risk groups"
AMR,CUB,Cuba,Influenza_Pediatric,Influenza_pediatric,6 months-2 years;,entire,and children with chronic conditions
AMR,CUB,Cuba,IPV,Inactivated_polio,"4, 8 months;",entire,fractional dose
AMR,CUB,Cuba,leptospirosis,leptospirosis,,entire,risk groups
AMR,CUB,Cuba,MenBC,Meningococcal_BC,"3, 5 months;",entire,
AMR,CUB,Cuba,MMR,Measles mumps rubella,12 months; 6 years;,entire,
AMR,CUB,Cuba,OPV,polio,"<1, 1, 2, 9 years;",entire,by vaccination campaign in February and April
AMR,CUB,Cuba,TT,Tetanus,"14, 25, 35, 45, 55, 65 years;",entire,
AMR,CUB,Cuba,Typhoid_ps,Typhoid,"10, 13, 16 years;",entire,
EUR,CYP,Cyprus,BCG,Bacille_Calmette-Guérin vaccine,,entire,given only to persons with continuous contact with a contagious form of TB
EUR,CYP,Cyprus,DTaPIPV,Diphtheria tetanus acellular_pertussis IPV,"2, 4, 6, 15-18 months; 4-6 years;",entire,
EUR,CYP,Cyprus,HepA_Adult,HepA_adult,,entire,given on special indications
EUR,CYP,Cyprus,HepB_Adult,HepB_adult,,entire,recommended for all people if not being vaccinated in childhood
EUR,CYP,Cyprus,HepB_Pediatric,HepB,"2, 4, 8-12 months;",entire,
EUR,CYP,Cyprus,HIB,Hib,"2, 4, 6, 12-18 months;",entire,
EUR,CYP,Cyprus,HPV,HPV,12-13 years (x2);,entire,females of 1st grade of secondary schools
EUR,CYP,Cyprus,Influenza_Adult,Influenza_adult,>65 years;,entire,"and adults with chronic conditions, pregnant women after 1st trimester, healthcare workers, residents living in long-term care facilities, other risk groups"
EUR,CYP,Cyprus,Influenza_Pediatric,Influenza_pediatric,,entire,children with chronic conditions
EUR,CYP,Cyprus,IPV,Inactivated_polio,,entire,booster dose for travelleres where recommended
EUR,CYP,Cyprus,MenC_conj,Meningococcal_C,12-13 months;,entire,
EUR,CYP,Cyprus,MMR,Measles mumps rubella,12-15 months; 4-6 years;,entire,
EUR,CYP,Cyprus,Pneumo_conj,Pneumococcal,"2, 4, 12-15 months;",entire,
EUR,CYP,Cyprus,Pneumo_ps,Pneumococcal,,entire,given to high risk groups
EUR,CYP,Cyprus,Td,Tetanus diphtheria,14 years;,entire,and adult booster doses every 10 years
EUR,CYP,Cyprus,Typhoid,Typhoid_fever,,entire,given for travellers when indicated
EUR,CYP,Cyprus,YF,Yellow_fever,,entire,only given to travellers to endemic areas
EUR,CZE,Czech Republic,BCG,Bacille_Calmette-Guérin vaccine,<=1 months;,entire,administered during the first month of life in cases indicated by health professionals (indications are based on legislation)
EUR,CZE,Czech Republic,DTaP,Diphtheria tetanus acellular_pertussis vaccine,5 years;,entire,
EUR,CZE,Czech Republic,DTaPHibHepBIPV,Hexavalent_diphtheria tetanus acellular_pertussis Hib hepB IPV,"3, 5, 11 months;",entire,
EUR,CZE,Czech Republic,DTaPIPV,Diphtheria tetanus acellular_pertussis IPV,10 years;,entire,
EUR,CZE,Czech Republic,HepB_Pediatric,HepB,birth;,entire,"administrated to newborns of HBsAg positive mothers - mandatory ,based on legislation"
EUR,CZE,Czech Republic,HPV,HPV,13 years (x2);,entire,females
EUR,CZE,Czech Republic,Influenza_Adult,Influenza_adult,>=65 years;,entire,"adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities"
EUR,CZE,Czech Republic,Influenza_Pediatric,Influenza_pediatric,,entire,children with chronic conditions
EUR,CZE,Czech Republic,MMR,Measles mumps rubella,15 months; 5 years;,entire,
EUR,CZE,Czech Republic,TT,Tetanus,25 years;,entire,
SEAR,PRK,Democratic People's Republic of Korea (the),BCG,Bacille_Calmette-Guérin vaccine,birth;,entire,
SEAR,PRK,Democratic People's Republic of Korea (the),DTwPHibHepB,Diphtheria Tetanus Pertussis Haemophilus influenzae HepB,"6, 10, 14 weeks;",entire,
SEAR,PRK,Democratic People's Republic of Korea (the),HepB_Pediatric,HepB,births;,entire,
SEAR,PRK,Democratic People's Republic of Korea (the),IPV,Inactivated_polio,14 weeks;,entire,
SEAR,PRK,Democratic People's Republic of Korea (the),Measles,Measles,"9, 15 months;",entire,
SEAR,PRK,Democratic People's Republic of Korea (the),OPV,polio,"6, 10, 14 weeks;",entire,
SEAR,PRK,Democratic People's Republic of Korea (the),Td,Tetanus diphtheria,"3, 4 months;",entire,pregnant women
SEAR,PRK,Democratic People's Republic of Korea (the),VitaminA,VitaminA,"6-11, 12-59 months;",entire,
AFR,COD,Democratic Republic of the Congo (the),BCG,Bacille_Calmette-Guérin vaccine,birth;,entire,
AFR,COD,Democratic Republic of the Congo (the),DTwPHibHepB,Diphtheria Tetanus Pertussis Haemophilus influenzae HepB,"6, 10, 14 weeks;",entire,
AFR,COD,Democratic Republic of the Congo (the),IPV,Inactivated_polio,14 weeks;,entire,
AFR,COD,Democratic Republic of the Congo (the),Measles,Measles,9 months;,entire,
AFR,COD,Democratic Republic of the Congo (the),OPV,polio,"birth; 6, 10, 14 weeks;",entire,
AFR,COD,Democratic Republic of the Congo (the),Pneumo_conj,Pneumococcal,"6, 10, 14 weeks;",entire,
AFR,COD,Democratic Republic of the Congo (the),Rotavirus,Rotavirus,"6, 10 weeks;",,from September 2019
AFR,COD,Democratic Republic of the Congo (the),Td,Tetanus diphtheria,"1st contact pregnancy; +1, +6 months; +1, +1 years;",entire,
AFR,COD,Democratic Republic of the Congo (the),VitaminA,VitaminA,"6, +6 months(x5);",entire,every 6 months until 59 months
AFR,COD,Democratic Republic of the Congo (the),YF,Yellow_fever,9 months;,entire,
EUR,DNK,Denmark,DTaPHibIPV,Diphtheria tetanus acellular_pertussis Hib IPV,"3, 5, 12 months;",entire,from April 2017
EUR,DNK,Denmark,HepB_Pediatric,HepB,"birth; 1, 2, 12 months;",entire,neonates of HBsAG pos mothers
EUR,DNK,Denmark,HPV,HPV,12 years; +5 months;,entire,females only (free vaccination up to the age of 18)
EUR,DNK,Denmark,Influenza_Adult,Influenza_adult,>=65 years;,entire,"and adults with chronic conditions, pregnant women, other risk groups"
EUR,DNK,Denmark,Influenza_Pediatric,Influenza_pediatric,,entire,children with chronic conditions
EUR,DNK,Denmark,MMR,Measles mumps rubella,15 months; 4 years;,entire,"recommended for all non-immune adults, free of charge from April 1, 2018"
EUR,DNK,Denmark,Pneumo_conj,Pneumococcal,"3, 5, 12 months;",entire,
EUR,DNK,Denmark,Pneumo_ps,Pneumococcal,,entire,recommended for risk groups
EUR,DNK,Denmark,TdaPIPV,Tetanus diphtheria pertussis IPV,5 years;,entire,
EMR,DJI,Djibouti,BCG,Bacille_Calmette-Guérin vaccine,birth;,entire,live births
EMR,DJI,Djibouti,DTwP,Diphtheria tetanus pertussis,15 months;,entire,surviving infants
EMR,DJI,Djibouti,DTwPHibHepB,Diphtheria Tetanus Pertussis Haemophilus influenzae HepB,"6, 10, 14 weeks;",entire,surviving infants
EMR,DJI,Djibouti,HepB_Pediatric,HepB,birth;,entire,live births
EMR,DJI,Djibouti,IPV,Inactivated_polio,14 weeks;,entire,surviving infants
EMR,DJI,Djibouti,Measles,Measles,"9, 15 months;",entire,surviving infants
EMR,DJI,Djibouti,OPV,polio,"birth; 6, 10, 14 weeks;",entire,live births and surviving infants
EMR,DJI,Djibouti,Pneumo_conj,Pneumococcal,"6, 10, 14 weeks;",entire,
EMR,DJI,Djibouti,Rotavirus,Rotavirus,"6, 10 weeks;",entire,surviving infants
EMR,DJI,Djibouti,TT,Tetanus,"1st contact; +1, +6 months; +1, +1 year;",entire,pregnant women
EMR,DJI,Djibouti,VitaminA,VitaminA,"6, 12, 18. 24, 30, 36 months;",entire,
AMR,DMA,Dominica,BCG,Bacille_Calmette-Guérin vaccine,birth-1 year;,entire,
AMR,DMA,Dominica,DT,Tetanus diphtheria childrens,"2, 4, 6 months;",entire,children with Siezure disorder from birth  who cannot have DPT/Penta
AMR,DMA,Dominica,DTwP,Diphtheria tetanus pertussis,18 months; 3 years;,entire,
AMR,DMA,Dominica,DTwPHibHepB,Diphtheria Tetanus Pertussis Haemophilus influenzae HepB,"2, 4, 6 months;",entire,
AMR,DMA,Dominica,HepB_Adult,HepB_adult,"1st contact; +1, +5 months;",entire,unimmunized adults
AMR,DMA,Dominica,HepB_Pediatric,HepB,birth;,entire,
AMR,DMA,Dominica,HPV,HPV,9-11 years (x2);,entire,females and males; from September 2019
AMR,DMA,Dominica,Influenza_Adult,Influenza_adult,>=65 years;,entire,"and adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities, other risk groups"
AMR,DMA,Dominica,Influenza_Pediatric,Influenza_pediatric,6-35 months;,entire,and children with chronic conditions
AMR,DMA,Dominica,IPV,Inactivated_polio,2 months;,entire,
AMR,DMA,Dominica,MMR,Measles mumps rubella,"12, 18 months;",entire,
AMR,DMA,Dominica,OPV,polio,"4, 6, 18 months; 3, 10-12 years;",entire,
AMR,DMA,Dominica,Td,Tetanus diphtheria,10-12 years;,entire,students moving on to high school
AMR,DMA,Dominica,YF,Yellow_fever,1st contact,entire,travellers to endemic countries
AMR,DOM,Dominican Republic (the),BCG,Bacille_Calmette-Guérin vaccine,birth;,entire,
AMR,DOM,Dominican Republic (the),DTwP,Diphtheria tetanus pertussis,"2, 4, 6, 18 months; 4 years;",entire,
AMR,DOM,Dominican Republic (the),DTwPHibHepB,Diphtheria Tetanus Pertussis Haemophilus influenzae HepB,"2, 4, 6 months;",entire,
AMR,DOM,Dominican Republic (the),HepB_Adult,HepB_adult,"1st contact; +1, +6 months;",entire,risk groups
AMR,DOM,Dominican Republic (the),HepB_Pediatric,HepB,birth;,entire,
AMR,DOM,Dominican Republic (the),HPV,HPV,9 years; +6 months;,entire,females; since 2018
AMR,DOM,Dominican Republic (the),Influenza_Adult,Influenza_adult,>=65 years;,entire,"and adults with chronic illness, pregnant wome, health care workers, Haj or other travellers, other risk groups"
AMR,DOM,Dominican Republic (the),Influenza_Pediatric,Influenza_pediatric,6-23 months;,entire,and children with chronic illness
AMR,DOM,Dominican Republic (the),IPV,Inactivated_polio,2 months;,entire,
AMR,DOM,Dominican Republic (the),MMR,Measles mumps rubella,"12, 18 months;",entire,
AMR,DOM,Dominican Republic (the),MR,Measles rubella,>= 2 years;,part,in case of outbreaks
AMR,DOM,Dominican Republic (the),OPV,polio,"4, 6, 18 months; 4 years;",entire,
AMR,DOM,Dominican Republic (the),Pneumo_conj,Pneumococcal,"2, 4, 12 months;",entire,
AMR,DOM,Dominican Republic (the),Rabies,Rabies,"birth; 3, 7, 14, 21 days;",entire,post exposure
AMR,DOM,Dominican Republic (the),Rotavirus,Rotavirus,"2, 4 months;",entire,
AMR,DOM,Dominican Republic (the),Td,Tetanus diphtheria,"1st contact; + 1, +6 months; +1, +1, +10 years;",entire,From 7 years
AMR,DOM,Dominican Republic (the),YF,Yellow_fever,>=1 - <60 years;,entire,travellers
AMR,ECU,Ecuador,BCG,Bacille_Calmette-Guérin vaccine,<1 day;,entire,
AMR,ECU,Ecuador,DTwP,Diphtheria tetanus pertussis,12-23 months; 5 years;,entire,
AMR,ECU,Ecuador,DTwPHibHepB,Diphtheria Tetanus Pertussis Haemophilus influenzae HepB,"2, 4, 6 months;",entire,
AMR,ECU,Ecuador,HepB_Adult,HepB_adult,"1st contact; +1, +6 months;",entire,risk groups
AMR,ECU,Ecuador,HepB_Pediatric,HepB,birth;,entire,and those that did not reach the Pentavalent scheme from 1-5 years
AMR,ECU,Ecuador,HPV,HPV,9 years; +6 months;,entire,females only
AMR,ECU,Ecuador,Influenza_Adult,Influenza_adult,>=65 years;,entire,"and adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities, other risk groups"
AMR,ECU,Ecuador,Influenza_Pediatric,Influenza_pediatric,6 months-4 years;,entire,and children with chronic conditions
AMR,ECU,Ecuador,IPV,Inactivated_polio,"2, 4 months;",entire,"fractional dose applied at 2 and 4 months, and late schemes of 1-4 years; full IPV applied to the population of 5 years"
AMR,ECU,Ecuador,MMR,Measles mumps rubella,"12, 18 months;",entire,
AMR,ECU,Ecuador,MR,Measles rubella,,entire,travellers
AMR,ECU,Ecuador,OPV,polio,"6, 12-23 months; 5 years;",entire,and applied in late schemes between 1-5 years completing vaccination
AMR,ECU,Ecuador,Pneumo_conj,Pneumococcal,"2, 4, 6 months;",entire,
AMR,ECU,Ecuador,Rotavirus,Rotavirus,"2, 4 months;",entire,
AMR,ECU,Ecuador,Td,Tetanus diphtheria,15 years;,entire,
AMR,ECU,Ecuador,Varicella,Varicella,12-23 months;,entire,
AMR,ECU,Ecuador,VitaminA,VitaminA,"6-11, 12-23 months;",entire,
AMR,ECU,Ecuador,YF,Yellow_fever,12-23 months;,entire,
EMR,EGY,Egypt,BCG,Bacille_Calmette-Guérin vaccine,birth;,entire,
EMR,EGY,Egypt,DT,Tetanus diphtheria childrens,"2, 4, 6 months;",entire,cases had previous adverse events following pertussis vaccination
EMR,EGY,Egypt,DTwP,Diphtheria tetanus pertussis,18 months;,entire,
EMR,EGY,Egypt,DTwPHibHepB,Diphtheria Tetanus Pertussis Haemophilus influenzae HepB,"2, 4, 6 months;",entire,
EMR,EGY,Egypt,HepB_Adult,HepB_adult,"1st contact; +1, +6 months;",entire,high risk groups
EMR,EGY,Egypt,HepB_Pediatric,HepB,birth;,entire,
EMR,EGY,Egypt,HIB,Hib,"2, 4, 6 months;",entire,cases had previous adverse events following pertussis vaccination
EMR,EGY,Egypt,Influenza,Influenza,M6-Y3,entire,"and elderly, health care workers, Haj or other travellers"
EMR,EGY,Egypt,IPV,Inactivated_polio,4 months;,entire,
EMR,EGY,Egypt,MenAC,Meningococcal_AC," 4, 6, 12, 14 years;",entire,
EMR,EGY,Egypt,MenACWY-135 ps,Meningococcal_ACWY,,,travellers to risk areas
EMR,EGY,Egypt,MMR,Measles mumps rubella,"12, 18 months;",entire,
EMR,EGY,Egypt,OPV,polio,"birth; 2, 4, 6, 9, 12, 18 months;",entire,
EMR,EGY,Egypt,Td,Tetanus diphtheria,"7, 9 years;",entire,
EMR,EGY,Egypt,TT,Tetanus,"1st pregnancy; +1, +6 months; +1, +1 years;",entire,pregnant women
EMR,EGY,Egypt,YF,Yellow_fever,,entire,Travellers to endemic areas
AMR,SLV,El Salvador,BCG,Bacille_Calmette-Guérin vaccine,birth;,entire,
AMR,SLV,El Salvador,DT,Tetanus diphtheria childrens,"2, 4, 6, 12 months; 4 years;",entire,children with allergies or with a history of seizures to the pertussis factor
AMR,SLV,El Salvador,DTwP,Diphtheria tetanus pertussis,4 years;,entire,
AMR,SLV,El Salvador,DTwPHibHepB,Diphtheria Tetanus Pertussis Haemophilus influenzae HepB,"2, 4, 6, 12 months;",entire,
AMR,SLV,El Salvador,HepB_Adult,HepB_adult,"1st contact; +2, +6 months;",entire,healthcare workers and risk groups
AMR,SLV,El Salvador,HepB_Pediatric,HepB,birth;,entire,
AMR,SLV,El Salvador,Influenza_Adult,Influenza_adult,>4 years;,entire,"and adults with chronic conditions, pregnant women, healthcare workers, other risk groups"
AMR,SLV,El Salvador,Influenza_Pediatric,Influenza_pediatric,6 months-4 years;,entire,and children with chronic conditions
AMR,SLV,El Salvador,IPV,Inactivated_polio,2 months;,entire,
AMR,SLV,El Salvador,MMR,Measles mumps rubella,"1, 4 years;",entire,
AMR,SLV,El Salvador,OPV,polio,"2, 4, 6, 15-18 months; 4 years;",entire,
AMR,SLV,El Salvador,Pneumo_conj,Pneumococcal,"2, 4, 12 months;",entire,and children at risk received PCV13 in 2018
AMR,SLV,El Salvador,Rotavirus,Rotavirus,"2, 4 months;",entire,
AMR,SLV,El Salvador,Tdap,Tetanus diphtheria pertussis,,entire,pregnant women
AMR,SLV,El Salvador,TT,Tetanus,10 years;,entire,
AMR,SLV,El Salvador,VitaminA,VitaminA,< 5 years;,entire,
AMR,SLV,El Salvador,YF,Yellow_fever,,entire,travellers to endemic countries
AFR,GNQ,Equatorial Guinea,BCG,Bacille_Calmette-Guérin vaccine,birth;,entire,
AFR,GNQ,Equatorial Guinea,DTwPHibHepB,Diphtheria Tetanus Pertussis Haemophilus influenzae HepB,"6, 10, 14 weeks;",entire,
AFR,GNQ,Equatorial Guinea,HepB_Pediatric,HepB,birth;,entire,
AFR,GNQ,Equatorial Guinea,IPV,Inactivated_polio,14 weeks;,entire,
AFR,GNQ,Equatorial Guinea,Measles,Measles,9 months;,entire,
AFR,GNQ,Equatorial Guinea,OPV,polio,"birth; 6, 10, 14 weeks;",entire,
AFR,GNQ,Equatorial Guinea,TT,Tetanus,"1st contact pregnancy; +1, +6 months; +1, +1 years;",entire,
AFR,GNQ,Equatorial Guinea,VitaminA,VitaminA,"6, 12 months;",entire,
AFR,GNQ,Equatorial Guinea,YF,Yellow_fever,9 months;,entire,
AFR,ERI,Eritrea,BCG,Bacille_Calmette-Guérin vaccine,birth;,entire,0-11 months
AFR,ERI,Eritrea,DTwPHibHepB,Diphtheria Tetanus Pertussis Haemophilus influenzae HepB,"6, 10, 14 weeks;",entire,6 weeks to 11 months
AFR,ERI,Eritrea,HPV,HPV,9-13 years;,part,demo project: from July 2019 for 9-13 year old girls in 3 districts
AFR,ERI,Eritrea,IPV,Inactivated_polio,14 weeks;,entire,
AFR,ERI,Eritrea,MR,Measles rubella,"9, 18 months;",entire,
AFR,ERI,Eritrea,OPV,polio,"birth; 6, 10, 14 weeks;",entire,0-11 months
AFR,ERI,Eritrea,Pneumo_conj,Pneumococcal,"6, 10, 14 weeks;",entire,
AFR,ERI,Eritrea,Rotavirus,Rotavirus,"6, 10 weeks;",entire,
AFR,ERI,Eritrea,Td,Tetanus diphtheria,"1st contact; +1, +6 months; +1, +1 years;",entire,
AFR,ERI,Eritrea,VitaminA,VitaminA,"6, 12, 18, 24, 30, 36 months;",entire,6-59 months
EUR,EST,Estonia,BCG,Bacille_Calmette-Guérin vaccine,1-5 days;,entire,
EUR,EST,Estonia,DT,Tetanus diphtheria childrens,"3, 4.5, 6 months; 2, 6-7 years;",entire,children with contraindication to pertussis component
EUR,EST,Estonia,DTaPHibHepBIPV,Hexavalent_diphtheria tetanus acellular_pertussis Hib hepB IPV,"3, 4.5, 6 months; 2 years;",entire,
EUR,EST,Estonia,DTaPIPV,Diphtheria tetanus acellular_pertussis IPV,6-7 years;,entire,
EUR,EST,Estonia,HepB_Pediatric,HepB,"birth; 1, 6 months;",entire," or 12 years; +1, +6 months;"
EUR,EST,Estonia,Hib,Hib,"3, 4.5, 6 months; 2 years;",entire,children with contraindication to pertussis component
EUR,EST,Estonia,HPV,HPV,12-14 years;,entire,from January 2018; females only
EUR,EST,Estonia,Influenza_Adult,Influenza_adult,>=15 years;,entire,"and adults with chronic conditions, elderly, pregnment women, healthcare workers, residents living in long-term care facilities (from October 2019), other risk groups"
EUR,EST,Estonia,Influenza_Pediatric,Influenza_pediatric,0-14 years;,entire,and children with chronic conditions
EUR,EST,Estonia,IPV,Inactivated_polio,"3, 4.5, 6 months; 2, 6-7 years;",entire,children with contraindication to pertussis component or >Y14 if incomplete/unvaccinated vaccination
EUR,EST,Estonia,MMR,Measles mumps rubella,"1, 13 years;",entire,
EUR,EST,Estonia,Rotavirus,Rotavirus,"2, 3, 4.5 months;",entire,
EUR,EST,Estonia,Td,Tetanus diphtheria,25 years;,entire,every 10 years; and children with contrindication to pertussis component; children >14 years with uncomplete vaccination schedule; post-trauma vaccination
EUR,EST,Estonia,Tdap,Tetanus diphtheria pertussis,15-16 years;,entire,
AFR,SWZ,Eswatini,BCG,Bacille_Calmette-Guérin vaccine,birth;,entire,
AFR,SWZ,Eswatini,DT,Tetanus diphtheria childrens,5 years;,entire,
AFR,SWZ,Eswatini,DTaP,Diphtheria tetanus acellular_pertussis vaccine,18 months;,entire,from May 2019
AFR,SWZ,Eswatini,DTwPHibHepB,Diphtheria Tetanus Pertussis Haemophilus influenzae HepB,"6, 10, 14 weeks;",entire,
AFR,SWZ,Eswatini,HepB_Adult,HepB_adult,1st contact; +4 weeks; +6 months;,entire,"health workers, emergency care workers"
AFR,SWZ,Eswatini,HPV,HPV,,entire,from March 2020
AFR,SWZ,Eswatini,IPV,Inactivated_polio,14 weeks;,entire,
AFR,SWZ,Eswatini,MR,Measles rubella,"9, 18 months;",entire,
AFR,SWZ,Eswatini,OPV,polio,"birth; 6, 10, 14 weeks; 18 months; 5 years;",entire,
AFR,SWZ,Eswatini,Pneumo_conj,Pneumococcal,"6, 10, 14 weeks;",entire,
AFR,SWZ,Eswatini,Rotavirus,Rotavirus,"6, 10 weeks;",entire,
AFR,SWZ,Eswatini,Td,Tetanus diphtheria,9 years;,,from May 2019
AFR,SWZ,Eswatini,TT,Tetanus,"1st contact pregnancy; +1, +6 months; +1, +1 years;",entire,15-49 years
AFR,SWZ,Eswatini,VitaminA,VitaminA,"6, 12, 18, 24, 30, 36 months;",entire,
AFR,ETH,Ethiopia,BCG,Bacille_Calmette-Guérin vaccine,birth;,entire,
AFR,ETH,Ethiopia,DTwPHibHepB,Diphtheria Tetanus Pertussis Haemophilus influenzae HepB,"6, 10, 14 weeks;",entire,
AFR,ETH,Ethiopia,HPV,HPV,"14 years, +6 months;",entire,females via school-based campaigns
AFR,ETH,Ethiopia,IPV,Inactivated_polio,14 weeks;,entire,
AFR,ETH,Ethiopia,Measles,Measles,9 months;,entire,
AFR,ETH,Ethiopia,OPV,polio,"birth; 6, 10, 14 weeks;",entire,
AFR,ETH,Ethiopia,Pneumo_conj,Pneumococcal,"6, 10, 14 weeks;",entire,
AFR,ETH,Ethiopia,Rotavirus,Rotavirus,"6, 10 weeks;",entire,
AFR,ETH,Ethiopia,TT,Tetanus,"1st contact pregnancy; +4 weeks; +6 months; +1, +2 years;",entire,
AFR,ETH,Ethiopia,VitaminA,VitaminA,"6, 12, 18, 24, 30, 36 months;",entire,5 months - 6 years
WPR,FJI,Fiji,BCG,Bacille_Calmette-Guérin vaccine,birth;,entire,Catch up is only till 12months
WPR,FJI,Fiji,DTwPHibHepB,Diphtheria Tetanus Pertussis Haemophilus influenzae HepB,"6, 10, 14 weeks;",entire,Catch up is only till 8 years
WPR,FJI,Fiji,HepB_Adult,HepB_adult,"1st contact; +6, +14 weeks;",entire,"Medical, Nursing students and all HCW (in the MOH)"
WPR,FJI,Fiji,HepB_Pediatric,HepB,birth;,entire,"Infants. Pre-term babies are ""special""booster at 12 months with MR1."
WPR,FJI,Fiji,HPV,HPV,8-13 years; + 6 months;,entire,females only; class 8
WPR,FJI,Fiji,IPV,Inactivated_polio,14 weeks;,entire,Infants; any age vaccination also when required.
WPR,FJI,Fiji,MR,Measles rubella,"12, 18 months; 6 years;",entire,
WPR,FJI,Fiji,OPV,polio,"6, 10, 14 weeks;",entire,
WPR,FJI,Fiji,Pneumo_conj,Pneumococcal,"6, 10, 14 weeks;",entire,
WPR,FJI,Fiji,Rotavirus,Rotavirus,"6, 14 weeks;",entire,
WPR,FJI,Fiji,Td,Tetanus diphtheria,"6, 11 years;",entire,school children and pregnant mothers
WPR,FJI,Fiji,VitaminA,VitaminA,"6-11, 12-23, 24-59 months;",entire,
EUR,FIN,Finland,BCG,Bacille_Calmette-Guérin vaccine,<7 years;,entire,only children <7 yrs at high risk of tuberculosis
EUR,FIN,Finland,DTaP,Diphtheria tetanus acellular_pertussis vaccine,"14-15, 25 years;",entire,
EUR,FIN,Finland,DTaPHibIPV,Diphtheria tetanus acellular_pertussis Hib IPV,"3, 5, 12 months;",entire,
EUR,FIN,Finland,DTaPIPV,Diphtheria tetanus acellular_pertussis IPV,4 years;,entire,
EUR,FIN,Finland,HepA_Adult,HepA_adult,,entire,for specified risk groups
EUR,FIN,Finland,HepA_Pediatric,HepA,,entire,for specified risk groups
EUR,FIN,Finland,HepB_Adult,HepB_adult,,entire,for specified risk groups
EUR,FIN,Finland,HepB_Pediatric,HepB,,entire,for specified risk groups
EUR,FIN,Finland,HPV,HPV,Y11-Y12;,entire,females
EUR,FIN,Finland,Influenza_Adult,Influenza_adult,>=65 years;,entire,"and adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities, other risk groups"
EUR,FIN,Finland,Influenza_Pediatric,Influenza_pediatric,6 months - 6 years;,entire,and children with chronic conditions
EUR,FIN,Finland,IPV,Inactivated_polio,,entire,booster if travelling at endemic country for longer than 4 weeks or arriving from such a country and previous booster over 12 month ago
EUR,FIN,Finland,MMR,Measles mumps rubella,12 months; 6 years;,entire,given if child has already had varicella
EUR,FIN,Finland,MMRV,Measles mumps rubella varicella,6 years;,entire,given if child also needs protection against varicella
EUR,FIN,Finland,Pneumo_conj,Pneumococcal,"3, 5, 12 months;",entire,and addition for specified risk groups 13 valent PCV
EUR,FIN,Finland,Pneumo_ps,Pneumococcal,<5 years;,entire,for children <5 years at high risk of severe pneumococcal disease
EUR,FIN,Finland,Rotavirus,Rotavirus,"2, 3, 5 months;",entire,
EUR,FIN,Finland,TBE,Tick_borne_encephalitis,>=3 years;,entire,in specified risk areas
EUR,FIN,Finland,Td,Tetanus diphtheria,"45, 65, +10 years;",entire,booster every 10 years for adults
EUR,FIN,Finland,Varicella,Varicella,"18 months, 6 years",entire,catch up dose children 1Y and 5-11 years who have not had chickenpox
EUR,FRA,France,BCG,Bacille_Calmette-Guérin vaccine,birth;,part,"B/M1/M2: children born in Guyanna and Mayotte (B), infant at risk (M1-M2)"
EUR,FRA,France,DTaP,Diphtheria tetanus acellular_pertussis vaccine,"11-13, 25 years;",entire,
EUR,FRA,France,DTaPHibHepBIPV,Hexavalent_diphtheria tetanus acellular_pertussis Hib hepB IPV,"2, 4, 11 months;",entire,
EUR,FRA,France,HepA_Adult,HepA_adult,1st contact; +6-12 months;,part,"professionnal at risk, adults at risk"
EUR,FRA,France,HepB_Adult,HepB_adult,"1st contact; +1, +6 months;",entire,"Professionnal at risk (health professionnels, fireman, secourists)"
EUR,FRA,France,HepB_Pediatric,HepB,birth;,entire,
EUR,FRA,France,HPV,HPV,11-13 years; +6 months;,entire,"Females 11-13 years: 2 doses (M0, +M6); females 14-19 years and MSM under 26 years: 3 doses (M0, +M2, +M6)"
